date,title,sentiment
2025-06-29,"삼성전자, 해운대서 '비스포크 AI 가전' 전시…""한여름 쾌적하게""",neutral
2025-07-31,"삼성전자, '상저하고' 노린다…반도체 실적 반등 기대(종합)",positive
2025-07-31,"삼성전자 ""테슬라 수주, 선단공정 경쟁력 입증…추가 기대""",positive
2025-07-31,"삼성전자 CFO ""2분기 저점, 하반기 반등…상저하고 예상""",positive
2025-08-24,냉매 없는 친환경 냉각…삼성전자 ‘펠티어 기술’ R&D 100 수상,positive
2025-08-24,"삼성전자 차세대 펠티어 냉각 기술, '100대 혁신 기술'로 선정",positive
2025-08-24,"삼성전자, 친환경 냉각기술 '100대 혁신' 선정",positive
2025-09-28,"삼성전자 무선청소기, 美·유럽 '소비자 평가' 1위 석권",positive
2025-09-28,"삼성전자 '별별레터' 영상, 누적 조회수 1억 돌파",positive
2025-09-28,"삼성전자 무선 청소기, 7개국 소비자연맹지서 1위",positive
2025-11-25,"삼성전자, 30대 상무·40대 부사장…어떤 경쟁력 있길래",positive
2025-11-25,"""16만전자 간다"" 삼성전자, 어닝 서프 기대",positive
2025-11-25,"삼성전자, 부사장 51명 등 161명 승진…""미래리더 중용""",positive
