date,title,sentiment
2024-05-29,지난해 상장사 배당금 30조원…1위 삼성전자 2조4500억,positive
2024-05-30,"삼성전자, 중남미 고객 대상 ‘AI TV’ 신기술 공략",positive
2024-05-30,"중남미 공략 나선 삼성전자, TV 신제품 대거 공개",positive
2024-05-30,"삼성전자, 노트PC '갤럭시 북4 엣지' 론칭",positive
2024-06-23,"삼성전자, 프랑스 파리에서 올림픽 옥외 광고 진행",neutral
2024-06-23,삼성전자 퇴사 17년후 “세탁기 기술 발명보상금 달라”...대법 판단은,negative
2024-06-23,삼성전자 퇴사 후 17년 만에 “발명 보상금 달라”… 대법원 판단은,negative
2024-06-25,"""발음마다 뜻이 달라지는데?""…갤럭시 AI의 16개 언어 통역 비결",positive
2024-06-25,"삼성전자, 美 호텔 전시회서 '애플 에어플레이' 호텔 TV 공개",positive
2024-06-25,"대법, '삼성폰 접착제 제조법 유출' 유죄 취지 파기환송",positive
2024-06-26,삼성전자 반도체 '글로벌전략회의'…엔비디아 해법 나온다,positive
2024-06-26,"삼성전자 파운드리 결함설...회사는 “사실무근” [오늘, 이 종목]",negative
2024-06-26,"삼성전자 DS부문, 오늘 글로벌전략회의…반도체 돌파구 모색 총력",neutral
2024-07-31,삼성전자 2Q 영업익 10조4439억…반도체만 6조4500억(2보),positive
2024-07-31,"삼성전자, 2분기 영업익 10.4조…1460% 증가 '어닝 서프라이즈'",positive
2024-07-31,"삼성전자, 2분기 반도체 호실적에 1%대 상승[핫스탁]",positive
2024-08-26,"삼성전자, 엔비디아 실적 경계감에 2%대 하락[핫스탁](종합)",negative
2024-08-26,"방사선 피폭 삼성전자 직원 2명, 기준치 최대 188배 피폭",negative
2024-08-26,"'방사선 피폭' 삼성전자 직원, 기준치 최대 188배",negative
2024-08-27,"삼성전자, 퀄컴과 車반도체 첫 협력…완성차 공급 길 열려",positive
2024-08-27,"삼성전자, 車 반도체서 퀄컴과 맞손…'LPDDR4X' 공급",positive
2024-08-27,"삼성전자, 5000명 패럴림픽 선수단에 ‘플립6’ 올림픽 에디션 제공",neutral
2024-08-29,"삼성전자, '삼성 개발자 콘퍼런스 2024' 10월 개최",neutral
2024-08-29,"삼성전자, ‘삼성 개발자 콘퍼런스 2024’ 개최",neutral
2024-08-29,"삼성전자, 전통과 첨단 AI 가전을 연결하는 특별전 개최",neutral
2024-09-29,"삼성전자 ""국내 '갤럭시 AI' 적용 단말기 2천만 대 돌파""",positive
2024-09-29,"삼성전자 ""국내 '갤럭시 AI' 적용 단말기 2000만대 돌파""",positive
2024-09-29,"삼성전자 ""국내 '갤럭시 AI' 적용 단말기 2000만대 돌파""",positive
2024-09-30,"삼성전자, '갤럭시 워치 울트라' 체험 행사 펼쳐",neutral
2024-09-30,"삼성전자, ‘갤럭시 워치 울트라’ 체험 행사 펼쳐",neutral
2024-09-30,"삼성전자, 군인·경찰·소방·교정 공무원에 최대 50% 할인···1일부터",neutral
2024-10-30,"삼성전자, 美 국립표준기술연구소 암호 모듈 보안 인증 획득",positive
2024-10-30,"삼성전자, 키자니아 잠실점에 'AI 비밀 본부 체험관' 운영",neutral
2024-10-30,"삼성전자 DX부문, 'Global EHS 협력사 데이' 개최",positive
2024-11-26,"삼성전자, 인적 쇄신 칼 빼드나…이르면 27일 사장단 인사",negative
2024-11-26,삼성전자 이달 중 연말 인사 단행…'초격차' 경쟁력 회복 계기될까,negative
2024-11-26,삼성전자 임원 퇴임 통보 시작…이르면 내일 사장단 인사,neutral
2024-11-28,돌아온 박학규 사장…삼성전자 사업지원TF 내 역할은?,neutral
2024-11-28,기술·中·컨설팅…삼성 전자 계열사 인사로 본 키워드(종합),positive
2024-11-28,"삼성전자, 30만원대 스마트폰 '갤럭시 A16 LTE' 출시",positive
2024-12-27,"삼성전자 연말 성과급, 반도체는 연봉의 12~16%, 모바일 40~44%",negative
2024-12-27,"삼성전자 반도체, 올해는 연말 성과급 받는다",negative
2024-12-27,"삼성전자 연말 성과급, 반도체 12~16%…'반도체 제외' 전년比 ↓",negative
2024-12-29,"삼성전자 사장, 내년 美 ISSCC 기조연설",neutral
2024-12-29,"삼성전자, 美 'ISSCC 2025'서 기조연설…인텔도 참석",neutral
2024-12-29,"삼성전자, 시각장애인 접근 강화...'가전 QR 모드' 탑재",positive
2025-01-30,우크라에 사살된 북한군 소지품서 김정은 신년 메시지·삼성전자 휴대전화 나와,neutral
2025-01-30,"""삼성전자는 오른다"" 7000억 담은 개미들…외국인 선택은 달랐다",positive
2025-01-30,"주52시간 이상 특별연장근로, 삼성전자 43만 시간  vs 하이닉스 0시간",negative
2025-01-31,"삼성전자, 지난해 시설투자 역대 최대 '53.6조'",positive
2025-01-31,"삼성전자, HBM 공급량 2배 확대...'AI 반도체'에 사활",positive
2025-01-31,"삼성전자 ""자사주 3조원 취득·소각, 89.3% 매입 완료""",positive
2025-02-28,입소문 타더니 100만대 돌파…삼성전자 일냈다,positive
2025-02-28,"삼성전자, 비스포크 '키친핏 맥스' 냉장고 신제품 출시",positive
2025-02-28,"삼성전자, 비스포크 '키친핏 맥스' 냉장고 신제품 출시",positive
2025-07-31,"삼성전자, '상저하고' 노린다…반도체 실적 반등 기대(종합)",positive
2025-07-31,"삼성전자 ""테슬라 수주, 선단공정 경쟁력 입증…추가 기대""",positive
2025-07-31,"[컨콜] 삼성전자 ""10조 자사주 매입, 10월 초까지 조기 완료""",positive
2025-08-29,삼성전자 vs 애플 ‘스마트폰 가을 대전’ 막 오른다,neutral
2025-08-29,"""삼성전자, HBM4 초기 개발 순항 중…'최선호주' 제시""-KB",positive
2025-08-29,"[클릭 e종목]""삼성전자, HBM4로 실적 회복세…내년 영업익 40%↑""",positive
2025-09-28,"삼성전자 무선청소기, 美·유럽 '소비자 평가' 1위 석권",positive
2025-09-28,"삼성전자 '별별레터' 영상, 누적 조회수 1억 돌파",positive
2025-09-28,"삼성전자 무선 청소기, 미국·유럽 7개국 소비자연맹지 1위 휩쓸어",positive
