title,content,date,press,url,sentiment,sentiment_score,sentiment_num
“일주일에 3일만 회사 출근”… 삼성전자가 美서 파격 근무제 도입한 이유는?,"삼성전자가 반도체(DS) 부문의 미주 지역 총괄(DSA)이 ‘주 3일 출근제’를 도입했다. 미국 내 반도체 생산 공장과 연구개발 수요가 몰리면서 반도체 인력난이 심화하자 파격적인 유연근무제를 도입한 것이다.
삼성전자. 연합뉴스
27일 업계에 따르면 삼성전자 DSA는 최근 1주일에 3일만 사무실에 출근하고 나머지 근무시간은 재택 등 자유롭게 활용할 수 있는 ‘하이브리드 근무제’를 시행했다.
삼성전자 DSA를 총괄하는 한진만 부사장은 최근 미국 ‘포브스’ 기고와 자신의 소셜네트워크서비스(SNS)에 게재한 글을 통해 하이브리드 근무제 도입을 밝히며 장점을 설명했다.
한 부사장은 “(하이브리드 근무제는) 개인적으로나 직업적으로 더 생산적일 수 있다”며 워라밸(일과 삶의 균형) 개선, 직원·고용주 비용 절감, 출퇴근 시간 절약 등을 꼽았다.
삼성전자 DSA는 하이브리드 근무제 도입을 앞두고 원격 회의, 가상 협업 시스템 등에 대한 내부 교육을 실시해 원활한 업무가 가능하도록 준비했다. 한 부사장은 “팬데믹(감염병 대유행) 이전 삼성 직원들은 100% 사무실에 있었다. 재택근무는 우리가 배워야 할 ‘새로운 근육’”이라고 말했다.
하이브리드 근무제 도입은 최근 재택근무를 선호하는 실리콘밸리 직원들의 이탈을 막고 치열한 인재 확보 경쟁에서 앞서기 위한 전략이다. 글로벌 반도체 기업들이 미국에서 공장과 연구개발 시설을 대폭 늘리면서 인력 부족 현상이 나타나서다. 글로벌 파운드리(반도체 위탁 생산) 1위인 대만의 TSMC는 인력 부족으로 2024년부터 운영할 예정이었던 애리조나 신규 공장 가동을 1년 미룬 상태다.
컨설팅 업체 옥스퍼드이코노믹스는 2030년 미국 내 반도체 인력 수요는 46만명에 달하지만 현장에선 6만7000명이 부족할 것으로 내다봤다.
한 부사장은 “우리는 직원들이 어디에서나 효과적으로 일할 수 있다는 것을 깨달았다”며 “한 가지 분명한 것은 일과 고용주, 직원의 기대치가 변화하고 있고, 그에 따라 적응해야 한다”고 강조했다.",2023.09.27. 오전 11:03,세계일보,https://n.news.naver.com/mnews/article/022/0003859745,neutral,0.9942,0
"美, 삼성전자·SK하이닉스에 中공장 장비반입 무기한 유예 이번주 통보할듯","반도체 기판 위로 보이는 미국과 중국 국기. 로이터 연합뉴스 자료사진
상무부, 한시 유예 시한 앞두고 한국 기업과 협의 사실상 마무리
VEU 통해 포괄적 허가…발표 시 韓 기업 中 사업 불확실성 해소
미국 정부가 이르면 이번 주 삼성전자·SK하이닉스의 중국 공장에 대한 대중(對中) 반도체 수출통제 무기한 유예 조치를 통보할 방침이다. 이로 인해 국내 반도체 업계의 중국 사업을 둘러싼 불확실성이 상당 부분 해소될 것으로 보인다.
26일(현지 시간) 워싱턴 복수의 소식통은 ""다음 달 11일 만료되는 대중 반도체 수출통제 유예 조치와 관련, 미국 상무부가 이들 기업에 ‘검증된 최종 사용자(VEU)’ 방식을 적용해 수출통제를 사실상 무기한 유예할 것으로 보인다""고 연합뉴스에 전했다.
VEU는 사전에 승인된 기업에 한해 지정된 품목에 대한 수출을 허용하는 일종의 포괄적 허가 방식이다. 무기한 수출 유예 조치는 기존 VEU의 목록을 업데이트하는 형식으로 진행될 예정이다. 한번 VEU에 포함되면 별도로 건건이 허가를 받을 필요가 없기 때문에 미국의 수출통제 적용이 사실상 무기한 유예되는 의미가 있다.
상무부 산업안보국(BIS)은 삼성, SK하이닉스와 두 회사가 반입할 수 있는 장비 목록 등의 미세한 세부 사양을 놓고 논의를 진행해왔으며 사실상 논의가 마무리된 것으로 전해졌다. 상무부는 공식적인 결정이 내려지면 업체에 통보한 뒤 이후 연방 관보에 게재하게 된다. 무기한 유예의 효력은 업체에 서한 등을 통해 통보되는 시점부터 발생하는 것으로 알려졌다.
앞서 한국 정부 안팎에는 중국 화웨이 7nm(나노미터·10억 분의 1m) 공정 스마트폰 출시에 따른 영향, VEU 세부 협의 지연 등의 이유로 다음 달 11일까지 ‘무기한 유예’ 방침 발표가 어려울 경우 상무부가 한시적으로 장비 반입 통제를 재차 유예할 수 있다는 전망도 있었다. 이는 일단 ‘한시 유예’를 한 뒤 ‘무기한 유예’를 한다는 시나리오이지만, 현재 분위기는 이와 다른 것으로 전해진다. 다만 상무부 논의 과정에서 업체들에 대한 통보가 다음 주에 이뤄질 가능성도 있는 것으로 알려졌다.
상무부는 지난해 10월 7일 미국기업이 중국의 반도체 생산기업에 반도체 장비를 수출하는 것을 사실상 금지하는 수출 통제를 발표했다. 구체적으로 △핀펫(FinFET) 기술 등을 사용한 로직칩(16nm 내지 14nm 이하) △18nm 이하 D램 △128단 이상 낸드플래시를 생산할 수 있는 장비·기술을 중국 기업에 판매할 경우 허가를 받도록 했다. 이어 상무부는 같은 달 11일에 삼성전자 및 SK하이닉스 등에 1년간 수출 통제를 한시적으로 유예한다고 통보했다.",2023.09.27. 오전 6:49,문화일보,https://n.news.naver.com/mnews/article/021/0002596444,negative,0.828,-1
"삼성전자서비스, ‘임시 공휴일’ 서비스센터 32곳 운영","휴대폰 고장으로 통화 불가능한 고객 ‘긴급 수리 서비스’ 지원
10월 2일 월요일 임시 공휴일 서비스센터 운영 안내./삼성전자 제공
삼성전자서비스가 추석 연휴 중 임시 공휴일인 10월 2일 월요일에 휴대폰 수리 서비스 제공을 위해 서비스센터 32곳을 운영한다고 27일 밝혔다.
10월 2일이 임시 공휴일로 지정되며 추석 연휴가 6일간 이어짐에 따라 ‘휴대폰 고장으로 통화가 불가능한 고객을 위해 긴급 수리 서비스’를 지원하는 취지다.
임시 공휴일에 운영되는 서비스센터는 권역별로 △서울·인천 △경기·강원 △대전·충청 각 7곳, △대구·경북 △부산·울산·경남 각 4곳 △광주·전북·제주 3곳으로 총 32곳이며 세부 위치는 삼성전자서비스 홈페이지를 통해 확인 가능하다. 운영시간은 9시부터 오후 6시까지다.
서비스 제공 대상은 △휴대폰 전원 안 켜짐 △전화 송수신 불가 △사용이 불가능할 정도의 디스플레이 파손 등 휴대폰 고장으로 인한 통화 불가능 증상이다. 휴대폰을 제외한 태블릿, 노트북, 웨어러블 제품은 임시 공휴일 서비스를 제공하지 않는다.
삼성전자서비스는 추석 연휴 기간 ‘냉장고 냉동·냉장 안됨’ 등 가전제품 고장으로 긴급한 수리가 필요한 경우에 한해 출장서비스도 제공한다. 또한, 삼성전자서비스 홈페이지에 제품별 관리 및 자가 조치 요령과 고객이 많이 물어본 질문과 Self 해결 방법 등을 안내하고 챗봇으로 24시간 상담 서비스를 제공하여 고객의 불편을 최소화할 계획이다.
삼성전자서비스 관계자는 “추석 연휴 고객 불편 최소화를 위해 32개 서비스센터를 운영한다”며 “통화 불가로 점검이 필요한 경우 홈페이지의 권역별 운영 센터를 확인 후 방문이 필요하다”고 말했다.",2023.09.27. 오후 12:48,조선비즈,https://n.news.naver.com/mnews/article/366/0000935713,neutral,0.9999,0
"삼성전자서비스, 임시공휴일 서비스센터 32곳 운영","10월 2일 월요일 임시 공휴일 서비스센터 운영 안내. 삼성전자서비스
[파이낸셜뉴스] 삼성전자서비스는 추석 연휴 중 임시 공휴일인 10월 2일 월요일에 휴대폰 수리 서비스 제공을 위해 서비스센터 32곳을 운영한다고 27일 밝혔다.
임시 공휴일에 운영되는 서비스센터는 권역별로 △서울·인천 △경기·강원 △대전·충청 각 7곳 △대구·경북 △부산·울산·경남 각 4곳 △광주·전북·제주 3곳 등 총 32곳이다. 운영시간은 오전 9시부터 오후 6시까지다.
서비스 제공 대상은 △휴대폰 전원 안 켜짐 △전화 송수신 불가 △사용이 불가능할 정도의 디스플레이 파손 등 휴대폰 고장으로 인한 통화 불가능 증상이다. 휴대폰을 제외한 태블릿, 노트북, 웨어러블 제품은 임시 공휴일 서비스를 제공하지 않는다.
삼성전자서비스는 추석 연휴 기간 '냉장고 냉동·냉장 안됨' 등 가전제품 고장으로 긴급한 수리가 필요한 경우에 한해 출장서비스도 제공한다.
삼성전자서비스는 홈페이지에 제품별 관리 및 자가 조치 요령, 고객이 많이 물어본 질문과 셀프 해결 방법 등을 안내하고 챗봇으로 24시간 상담 서비스를 제공해 고객 불편을 최소화할 계획이다.
삼성전자서비스 관계자는 ""추석 연휴 고객 불편 최소화를 위해 32개 서비스센터를 운영한다""며 ""통화 불가로 점검이 필요한 경우 홈페이지의 권역별 운영 센터를 확인 후 방문이 필요하다""고 말했다.",2023.09.27. 오후 2:36,파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0005079586,neutral,0.9999,0
"삼성전자서비스, 추석 임시공휴일에 전국 서비스센터 운영","10월2일 '휴대폰 긴급수리' 서비스 지원
가전제품 고장시 출장서비스도 제공
삼성전자서비스는 추석 연휴 중 임시 공휴일인 다음달 2일 휴대폰 수리 서비스 제공을 위해 서비스센터 32곳을 운영한다고 27일 밝혔다.
10월2일 임시공휴일 삼성전자 서비스센터 운영 안내. (사진=삼성전자서비스)
오는 10월 2일이 임시 공휴일로 지정돼 추석 연휴가 6일간 이어짐에 따라 ‘휴대폰 고장으로 통화가 불가능한 고객을 위해 긴급 수리 서비스’를 지원하는 취지라는 게 회사 측 설명이다.
임시 공휴일에 운영되는 서비스센터는 권역별로 △서울·인천 △경기·강원 △대전·충청 각 7곳과 △대구·경북 △부산·울산·경남 각 4곳, △광주·전북·제주 3곳으로 총 32곳이다. 세부 위치는 삼성전자서비스 홈페이지를 통해 확인 가능하다. 운영시간은 오전 9시부터 오후 6시까지다.
서비스 제공 대상은 △휴대폰 전원 안 켜짐 △전화 송수신 불가 △사용이 불가능할 정도의 디스플레이 파손 등 휴대폰 고장으로 인한 통화 불가능 증상이다. 휴대폰을 제외한 태블릿, 노트북, 웨어러블 제품은 임시 공휴일 서비스를 제공하지 않는다.
삼성전자서비스는 추석 연휴 기간 ‘냉장고 냉동·냉장 안됨’ 등 가전제품 고장으로 긴급한 수리가 필요한 경우에 한해 출장서비스도 제공한다.
삼성전자서비스 홈페이지에 △제품별 관리 및 자가 조치 요령 △고객이 많이 물어본 질문과 자가 해결 방법 등을 안내하고 챗봇으로 24시간 상담 서비스를 제공하여 고객의 불편을 최소화할 계획이다.
삼성전자서비스 관계자는 “추석 연휴 고객 불편 최소화를 위해 32개 서비스센터를 운영한다”며 “통화 불가로 점검이 필요한 경우 홈페이지의 권역별 운영 센터를 확인 후 방문이 필요하다”고 했다.",2023.09.27. 오전 11:47,이데일리,https://n.news.naver.com/mnews/article/018/0005585179,neutral,0.9999,0
"삼성전자 PC, 올해 美 소비자 만족도 1위 등극","소비자만족지수협회(ACSI)가 발표한 '2023년 소비자 만족도' 보고서 PC부문. /ACSI 제공
삼성전자가 미국 소비자들로부터 가장 만족도가 높은 PC(데스크탑·노트북·태블릿) 브랜드로 선정되며 애플의 단독 1위를 저지했다.
21일 미국 소비자만족지수협회(ACSI)가 발표한 ‘2023년 소비자 만족도’ 보고서에 따르면 삼성전자는 PC부문에서 83점으로 가장 높은 점수를 받았다. ACSI는 올해로 26주년을 맞이한 미국 최고 권위의 시장조사업체다. 연간 약 50만명의 소비자를 인터뷰해 만족도를 평가하고 있다.
올해 삼성전자의 83점은 지난해와 비교해 2점 상승한 점수로, 애플과 동점을 기록했다. 애플은 2003년 이후 20년만에 처음으로 PC부문에서 단독 1위 자리에서 내려왔다.
ACSI는 이번 조사에서 삼성전자의 점수가 상승한 이유를 태블릿의 선전으로 꼽았다. ACSI는 ‘갤럭시 탭’ 라인업에 대한 미국 소비자 만족도가 6% 향상됐다며, 갤럭시 탭 시리즈에 대한 높은 만족도가 삼성전자의 PC부문 약진에 기여했다고 평가했다.
미국 현지 매체들은 삼성전자가 올해 8월 새롭게 출시한 ‘갤럭시 탭 S9 시리즈’를 통해 최신 하드웨어를 공개하고, 대화면 디스플레이 최적화에 집중한 점이 소비자 만족도에 긍정적인 영향을 미쳤다고 분석했다. 글로벌 PC 제조사 델과 HP는 각 81점으로 공동 2위에 올랐고, 레노버, 에이수스, 아마존, 에이서 등은 78점을 기록했다.
삼성전자가 올해 2월 출시한 노트북 ‘갤럭시 북3 시리즈’도 글로벌 소비자들에게 높은 평가를 받고 있다. 미국의 소비자매체 컨슈머리포트는 지난 5월 ‘2023년 최고의 노트북’을 선정하고, 삼성전자의 ‘갤럭시 북3 시리즈’가 ‘올해 최고의 랩톱’ 4개 부문에 이름을 올렸다고 밝힌 바 있다.
‘갤럭시 북3 시리즈’는 출시 한달 만에 전작 대비 2.5배의 글로벌 판매를 기록했으며, 시장조사업체 IDC는 2023년 1분기 국내 노트북 시장 점유율에서 삼성전자가 52%(수량 기준)의 높은 수치로 1위를 기록했다고 밝힌 바 있다. 삼성전자는 1995년부터 국내 노트북 시장에서 시장점유율 1위를 유지하고 있다.",2023.09.21. 오전 8:51,조선비즈,https://n.news.naver.com/mnews/article/366/0000934023,positive,0.9999,1
"삼성전자, 미국 소비자 만족도 PC 부문 1위 등극","태블릿 선전에…애플 단독 1위 20년 만에 깨졌다
삼성전자 갤럭시 탭 S9 시리즈. [사진 삼성전자]
삼성전자가 미국 소비자들로부터 가장 만족도가 높은 PC(데스크탑·노트북·태블릿) 브랜드로 선정됐다. 올해 애플과 공동 1위를 기록하면서, 2003년 이후 20년 만에 처음으로 애플 단독 1위 체제가 무너진 것이다.
21일 전자업계 등에 따르면 미국 소비자만족지수협회(ACSI)가 발표한 2023년 소비자 만족도 보고서에서 삼성전자는 PC 부문 83점을 기록했다. 작년과 비교해 2점 상승해 애플과 공동 1위에 올랐다. ACSI는 올해로 26주년을 맞이한 미국 최고 권위의 시장조사업체다. 연간 약 50만명의 소비자를 직접 인터뷰해 만족도를 평가하고 있다.
ACSI는 이번 조사에서 삼성전자의 점수가 오른 이유로 태블릿 선전을 꼽았다. ACSI는 갤럭시 탭 라인업에 대한 미국 소비자 만족도가 6% 향상됐다며, 갤럭시 탭 시리즈에 대한 높은 만족도가 삼성전자의 PC 부문 약진에 기여했다고 평가했다.
미국 현지 매체들은 삼성전자가 올해 8월 새롭게 출시한 갤럭시 탭 S9 시리즈를 통해 최신 하드웨어를 선보이고, 대화면 디스플레이 최적화에 집중한 점이 소비자 만족도에 긍정적인 영향을 미쳤다고 분석했다.
글로벌 PC 제조사 델과 HP는 각 81점으로 공동 2위에 올랐고, 레노버, 에이수스, 아마존, 에이서 등은 78점을 기록했다.
한편, 삼성전자가 올해 2월 출시한 노트북 갤럭시 북3 시리즈도 글로벌 소비자들에게 높은 평가를 받고 있다. 미국의 소비자 매체 컨슈머리포트는 지난 5월 삼성전자의 갤럭시 북3 시리즈가 올해 최고의 랩톱 4개 부문에 이름을 올렸다고 밝힌 바 있다. 갤럭시 북3 시리즈는 출시 한 달 만에 전작 대비 2.5배의 글로벌 판매를 기록했다.",2023.09.21. 오전 11:01,이코노미스트,https://n.news.naver.com/mnews/article/243/0000050520,positive,0.9999,1
"삼성전자, 일본 KDDI와 '5G 네트워크 슬라이싱 기술' MOU 체결","신규 5G 사업 모델 발굴 위한 협력 예정
삼성전자가 일본 이동통신사업자 KDDI와 지난 26일 도쿄 KDDI 본사에서 '5G 네트워크 슬라이싱(Network Slicing) 기술' 발전을 위한 업무 협약(MOU)을 체결했다.
'네트워크 슬라이싱'은 하나의 물리적인 이동통신망을 다수의 독립된 가상 네트워크로 나누는 기술로, 초저지연이 필요한 자율주행이나 초고속이 요구되는 고화질 스포츠 경기 생중계 등 다양한 서비스별 맞춤형 통신을 동시에 제공할 수 있다.
삼성전자와 일본 KDDI가 26일 도쿄 KDDI 본사에서 '5G 네트워크 슬라이싱 기술 협력' MOU를 체결했다. 왼쪽부터) KDDI 기술총괄본부 요카이 토시카즈 부총괄본부장 겸 CNO, 삼성전자 네트워크 사업부 전략마케팅팀장 이준희 부사장(사진=삼성전자)
양사는 2020년 세계 최초로 5G 네트워크 슬라이싱 기술을 시연했고, 올해 초 일본 도쿄 시내의 5G 단독모드(Stand Alone) 상용망 환경에서 기지국 지능형 컨트롤러(RAN Intelligent Controller, RIC)를 활용해 네트워크 슬라이싱 기술 검증에 성공한 바 있다.
양사는 이번 업무 협약을 통해 네트워크 슬라이싱 기술을 활용한 신규 5G 사업 모델과 다양한 상용 서비스 발굴 등을 위한 협력을 지속적으로 강화할 예정이다.
네트워크 슬라이싱은 향후 5G 및 차세대 통신망에서 다양한 서비스의 확산을 촉진할 수 있는 핵심 기술로 꼽힌다. 2023년부터 2030년까지 시장 규모가 연평균 약 50%의 높은 성장률을 기록할 것으로 전망된다.
KDDI 기술총괄본부 요카이 토시카즈 부총괄본부장 겸 CNO는 ""KDDI는 네트워크 슬라이싱 상용 기술 검증과 새로운 서비스 도입에 연이어 성공하며 삼성전자와 함께 글로벌 혁신에 앞장서고 있다""며, ""양사는 다양한 산업의 발전을 이끄는 5G의 잠재력을 실현하기 위해 더욱 매진해 나가겠다""고 말했다.
이준희 삼성전자 네트워크사업부 전략마케팅팀장 부사장은 ""이번 업무 협약은 양사의 미래에 대한 비전과 앞선 기술력을 결합해 다양한 시너지를 창출하기 위한 유의미한 진전""이라며, ""삼성전자는 앞으로도 차세대 통신 기술 리더십을 바탕으로 모바일 네트워크 혁신을 지속해 나가겠다""고 말했다.",2023.09.27. 오전 8:55,지디넷코리아,https://n.news.naver.com/mnews/article/092/0002306491,positive,0.9998,1
"삼성전자, 일본 KDDI와 '5G 네트워크 슬라이싱 기술 협력' MOU",(서울=연합뉴스) 삼성전자가 지난 26일 일본 이동통신사업자 KDDI와 5G 네트워크 슬라이싱(Network Slicing) 기술 발전을 위한 업무협약(MOU)을 체결했다고 27일 밝혔다. 사진은 협약 체결 후 기념 촬영하는 요카이 토시카즈 KDDI 기술총괄본부 부총괄본부장 겸 CNO(왼쪽)와 이준희 삼성전자 네트워크 사업부 전략마케팅팀장 부사장. 2023.9.27 [삼성전자 제공. 재판매 및 DB 금지],2023.09.27. 오전 9:37,연합뉴스,https://n.news.naver.com/mnews/article/001/0014224294,positive,0.9998,1
"삼성전자, 일본 KDDI와 ‘5G 네트워크 슬라이싱’ 기술 협력","이준희 삼성전자 네트워크 사업부 전략마케팅팀장(부사장)과 요카이 토시카즈 KDDI 기술총괄본부 부총괄본부장이 업무협약 후 기념사진을 찍는 모습. /삼성전자 제공
삼성전자는 26일 일본 이동통신사업자 KDDI와 5G(5세대 이동통신) 네트워크 슬라이싱 기술 발전을 위한 업무협약을 체결했다고 밝혔다.
네트워크 슬라이싱은 하나의 통신망을 다수의 독립된 가상 네트워크로 나누는 기술이다. 초저지연(데이터 송신·수신 중 발생하는 시간 지연이 매우 짧은 것)이 필요한 자율주행, 초고속이 요구되는 고화질 스포츠 경기 생중계 등 다양한 서비스에 맞춤형 통신을 제공할 수 있다.
두 회사는 2020년 세계 최초로 5G 네트워크 슬라이싱 기술을 시연했다. 올해 초에는 일본 도쿄 시내의 5G 단독모드(SA) 상용망에서 기지국 지능형 컨트롤러를 활용해 네트워크 슬라이싱 기술 검증에 성공했다.
이번 업무 협약을 통해 두 회사는 네트워크 슬라이싱 기술을 활용한 신규 5G 사업 모델과 다양한 상용 서비스 발굴 등을 위한 협력에 나선다. 삼성전자는 네트워크 슬라이싱이 향후 5G 및 차세대 통신망에서 다양한 서비스의 확산을 촉진할 수 있는 핵심 기술로 2030년까지 연평균 50% 성장률을 기록할 것으로 기대하고 있다.
이준희 삼성전자 네트워크사업부 전략마케팅팀장(부사장)은 “삼성전자는 앞으로도 차세대 통신 기술 리더십을 바탕으로 모바일 네트워크 혁신을 지속해 나가겠다”라고 했다.",2023.09.27. 오전 9:08,조선비즈,https://n.news.naver.com/mnews/article/366/0000935624,positive,0.9998,1
"삼성전자, 日통신사 KDDI와 5G 기술 MOU 체결","자율주행 및 고화질 생중계 서비스 제공 기술
삼성전자 제공
삼성전자는 일본 이동통신사업자 KDDI와 5G 네트워크 슬라이싱 기술 발전을 위한 MOU(업무협약)를 체결했다고 27일 밝혔다.
네트워크 슬라이싱은 하나의 물리적 이동통신망을 다수의 독립된 가상 네트워크로 나누는 기술이다. 초저지연이 필요한 자율주행이나 초고속이 요구되는 고화질 스포츠 경기 생중계 등 다양한 서비스별 맞춤형 통신을 동시에 제공할 수 있다. 네트워크 슬라이싱은 2030년까지 시장 규모가 연평균 약 50% 이상의 성장률을 기록할 것으로 기대된다.
두 회사는 2020년 세계 최초로 5G 네트워크 슬라이싱 기술을 시연했고, 올해 초 일본 도쿄 시내의 5G 단독모드 상용망 환경에서 기지국 지능형 컨트롤러(RIC)를 활용해 네트워크 슬라이싱 기술 검증에 성공했다.
이번 업무 협약을 통해 네트워크 슬라이싱 기술을 활용한 신규 5G 사업 모델과 다양한 상용 서비스 발굴 등을 위한 협력을 강화할 예정이다.
※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.
이메일 :
카카오톡 :
@노컷뉴스
사이트 :
https://url.kr/b71afn",2023.09.27. 오전 10:14,노컷뉴스,https://n.news.naver.com/mnews/article/079/0003817521,positive,0.9998,1
"삼성전자, 일본 KDDI와 5G 네트워크 슬라이싱 기술 협력","“2030년까지 연평균 50% 성장세 전망”
삼성전자 관계자 등이 26일 맺은 업무 협약을 기념해 촬영하는 모습. [사진 삼성전자]
삼성전자가 일본 이동통신사업자 KDDI와 5G 네트워크 슬라이싱(Network Slicing) 기술 발전을 위한 업무 협약을 체결했다고 27일 밝혔다. 네트워크 슬라이싱은 하나의 물리적인 이동통신망을 다수의 독립된 가상 네트워크로 나누는 기술이다. 초저지연이 필요한 자율주행이나 초고속이 요구되는 고화질 스포츠 경기 생중계 등 다양한 서비스별 맞춤형 통신을 동시에 제공할 수 있다.
양사는 2020년 세계 최초로 5G 네트워크 슬라이싱 기술을 시연했다. 올해 초 일본 도쿄 시내의 5G 단독모드(Stand Alone) 상용망 환경에서 기지국 지능형 컨트롤러를 활용해 네트워크 슬라이싱 기술 검증에 성공한 바 있다.
양사는 이번 업무 협약을 통해 네트워크 슬라이싱 기술을 활용한 신규 5G 사업 모델과 다양한 상용 서비스 발굴 등을 위한 협력을 지속 강화할 예정이다.
네트워크 슬라이싱은 향후 5G 및 차세대 통신망에서 다양한 서비스의 확산을 촉진할 수 있는 핵심 기술이다. 2023년부터 2030년까지 시장 규모가 연평균 약 50%씩 성장할 것으로 전망된다.",2023.09.27. 오후 4:17,이코노미스트,https://n.news.naver.com/mnews/article/243/0000050810,positive,0.9998,1
"‘상저하고’라면서요…삼성전자, 3분기 추정 영업익 한달새 15% ‘뚝’ [투자360]","최근 코스피 상장사 174곳 중 103개사 실적 전망 하향 조정
영업이익 합산 전망치 42.3兆
다수 증권사, 삼성전자 1조원대 전망도
[게티이미지뱅크]
증권가에서 줄곧 강조해온 코스피 시장 상장사 실적 ‘상저하고(上低下高·상반기 실적 저조 후 하반기 실적 호조)’가 현실화되지 않을 가능성이 갈 수록 높아지는 모양새다. 다음 달 3분기 실적 발표 기간을 앞두고 실적 눈높이가 지속적으로 하향 조정되면서다.
특히 반도체 업황 회복 시점이 지연되면서 국내 증시 시가총액 1위 삼성전자의 3분기 영업이익 추정치는 최근 한 달 사이 약 15% 감소한 것으로 나타났다.
25일 금융정보업체 에프앤가이드에 따르면 지난 21일 기준 증권사 세 곳 이상이 내놓은 실적 전망치가 존재하는 코스피 상장사 174곳의 3분기(7∼9월) 영업이익 전망치 합은 42조2797억원으로 집계됐다.
이는 지난 6월말 증권사들이 제시한 올해 3분기 영업이익 추정치(43조5862억원)와 비교해 약 3% 줄어든 것이다.
연초 ‘상저하고’ 실적 흐름을 예상하던 증권가는 지난 6월에도 연초 대비 기업들의 실적 전망치를 약 30% 하향 조정했는데, 이 같은 하향 추세가 최근까지도 이어진 것이다.
상장 기업들의 3분기 영업이익 추정치 합은 지난 8월 말에는 42조6526억원으로 집계돼 최근 한 달 동안에도 약 1% 감소했다.
조사 대상인 코스피 상장사 174개사 가운데 실적 눈높이가 6월 말 대비 내려간 기업은 총 103개사로 집계됐다.
영업이익 추정치가 감소한 기업은 96개사였으며, 적자 폭이 확대되는 기업은 5개사, 적자 전환하는 기업은 2개사로 나타났다.
기업별로 보면 현대미포조선의 3분기 영업이익 추정치가 97.7% 줄어들어 감소 폭이 가장 컸고, 롯데케미칼(-75.8%), 한화오션(-68.3%), 콘텐트리중앙(-65.9%), 엔씨소프트(-61.0%), 롯데에너지머티리얼즈(-52.8%), LG이노텍(-43.0%) 등 순이었다.
LG디스플레이와 넷마블, 솔루스첨단소재, 한샘, SK바이오팜의 영업손실 규모는 지난 6월 말에 추정했던 것보다 더 확대될 것으로 전망됐다.
SKC와 대한유화는 지난 6월 말엔 각각 232억원, 129억원의 영업이익을 기록할 것으로 전망됐으나 지난 21일에는 각각 57억원, 112억원의 영업손실을 낼 것으로 추정됐다.
3분기 실적 발표 기간에 시장의 이목이 쏠릴 종목은 대장주 삼성전자다.
김지산 키움증권 리서치센터장은 “이번 실적 시즌에는 오는 4분기 반도체 가격과 업황 회복 여부가 가장 중요한 이슈가 될 것”이라며 “배터리 쪽은 전기차 수요 둔화 우려 등으로 모멘텀이 약화했기 때문에 반도체와 IT 업종이 가지는 중요성은 더 커졌다”고 말했다.
연초만 하더라도 증권가는 하반기 반도체 업황 회복과 가격 반등을 예상하며 삼성전자가 3분기 7조8000억원대 영업이익을 거둘 것으로 전망했으나 지난 6월 말에는 전망치가 3조6000억원대로 낮아졌으며, 지난 21일 기준으로는 2조5324억원으로 더 내려갔다.
증권사들의 삼성전자 영업이익 전망치 평균(컨센서스)은 8월 말 대비로는 14.6%나 줄었다.
이달 들어 1조원대 영업이익을 전망하는 증권사도 여럿 나왔다. 키움증권(1조3940억원), IBK투자증권(1조4730억원), 유진투자증권(1조6000억원), KB증권(1조8000억원), 한화투자증권(1조9500억원) 등이 컨센서스보다 낮은 전망치를 제시했다.
증권가는 메모리 감산에 따른 고정비가 증가하면서 디바이스솔루션(DS) 부문 실적 개선이 기존 예상보다 더디게 진행되고 있다고 보고 있다.
다만 본격적인 업황 개선 시점은 4분기가 될 것이라는 전망은 여전히 힘을 얻고 있다.
김 센터장은 “조심스럽지만 수출도 바닥을 벗어나는 조짐을 보이기 시작했고 IT 세트(완성품) 수요도 연말로 가면서 회복 사이클에 진입할 거란 기대감이 형성되고 있다”며 “반도체 업황이 4분기부터 개선될 거란 기대감은 여전히 유효하다”고 강조했다.",2023.09.25. 오전 7:25,헤럴드경제,https://n.news.naver.com/mnews/article/016/0002202444,negative,0.9997,-1
